Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2280           2.0882      -4.2301       6.3183  1086.2
1.2290           2.0745      -4.1734       6.2479  1074.1
1.2300           2.0486      -4.1221       6.1707  1060.9
1.2310           2.0383      -4.0769       6.1152  1051.3
1.2320           2.0285      -4.0392       6.0677  1043.2
1.2330           2.0420      -4.0072       6.0492  1040.0
1.2340           2.0549      -3.9805       6.0354  1037.6
1.2350           2.0067      -3.9603       5.9670  1025.8
1.2360           1.9788      -3.9452       5.9241  1018.5
1.2370           1.9666      -3.9356       5.9022  1014.7
1.2380           1.9830      -3.9310       5.9140  1016.7
1.2390           1.9809      -3.9299       5.9108  1016.2
1.2400           1.9697      -3.9315       5.9012  1014.5
1.2410           1.9746      -3.9355       5.9100  1016.0
1.2420           1.9508      -3.9407       5.8915  1012.9
1.2430           1.9611      -3.9474       5.9085  1015.8
1.2440           1.9491      -3.9548       5.9039  1015.0
1.2450           1.9243      -3.9635       5.8878  1012.2
1.2460           1.9085      -3.9735       5.8820  1011.2
1.2470           1.8982      -3.9851       5.8833  1011.5
1.2480           1.8825      -3.9997       5.8822  1011.3
1.2490           1.8158      -4.0168       5.8326  1002.7
1.2500           1.8562      -4.0363       5.8924  1013.0
1.2510           1.8710      -4.0580       5.9290  1019.3
1.2520           1.8537      -4.0809       5.9345  1020.3
1.2530           1.8459      -4.1048       5.9507  1023.0
1.2540           1.8497      -4.1290       5.9787  1027.8
1.2550           1.8686      -4.1535       6.0221  1035.3
1.2560           1.8844      -4.1777       6.0621  1042.2
1.2570           1.8450      -4.2011       6.0461  1039.4
1.2580           1.8687      -4.2227       6.0914  1047.2
1.2590           1.8645      -4.2429       6.1074  1050.0
1.2600           1.8784      -4.2616       6.1400  1055.6
1.2610           1.8697      -4.2795       6.1492  1057.2
1.2620           1.8741      -4.2961       6.1701  1060.8
1.2630           1.8622      -4.3116       6.1738  1061.4
1.2640           1.8948      -4.3256       6.2203  1069.4
1.2650           1.8192      -4.3373       6.1565  1058.4
1.2660           1.8043      -4.3469       6.1512  1057.5
1.2670           1.8115      -4.3557       6.1672  1060.3
1.2680           1.8319      -4.3644       6.1963  1065.3
1.2690           1.8378      -4.3723       6.2101  1067.6
1.2700           1.8770      -4.3790       6.2561  1075.5
1.2710           1.9294      -4.3857       6.3151  1085.7
1.2720           1.9115      -4.3924       6.3039  1083.8
1.2730           1.9079      -4.3985       6.3065  1084.2
1.2740           1.8862      -4.4032       6.2894  1081.3
1.2750           1.9074      -4.4063       6.3136  1085.4
1.2760           1.9026      -4.4079       6.3105  1084.9
1.2770           1.9210      -4.4084       6.3294  1088.1
1.2780           1.9041      -4.4073       6.3113  1085.0
1.2790           1.9024      -4.4051       6.3075  1084.4
1.2800           1.9418      -4.4012       6.3430  1090.5
1.2810           1.9180      -4.3962       6.3142  1085.5
1.2820           1.8970      -4.3903       6.2873  1080.9
1.2830           1.9026      -4.3830       6.2856  1080.6
1.2840           1.8767      -4.3749       6.2516  1074.8
1.2850           1.8550      -4.3667       6.2217  1069.6
1.2860           1.8880      -4.3586       6.2466  1073.9
1.2870           1.8745      -4.3505       6.2251  1070.2
1.2880           1.8577      -4.3428       6.2005  1066.0
1.2890           1.8222      -4.3348       6.1570  1058.5
1.2900           1.7854      -4.3262       6.1115  1050.7
1.2910           1.7524      -4.3171       6.0695  1043.5
1.2920           1.7599      -4.3082       6.0681  1043.2
1.2930           1.8014      -4.2988       6.1002  1048.7
1.2940           1.8110      -4.2894       6.1004  1048.8
1.2950           1.8069      -4.2801       6.0870  1046.5
1.2960           1.7729      -4.2716       6.0445  1039.2
1.2970           1.7378      -4.2631       6.0009  1031.7
1.2980           1.7139      -4.2540       5.9679  1026.0
1.2990           1.7034      -4.2445       5.9479  1022.6
1.3000           1.7620      -4.2351       5.9971  1031.0
1.3010           1.7436      -4.2251       5.9687  1026.1
1.3020           1.7399      -4.2146       5.9545  1023.7
1.3030           1.7452      -4.2028       5.9481  1022.6
1.3040           1.7346      -4.1902       5.9248  1018.6
1.3050           1.7514      -4.1764       5.9278  1019.1
1.3060           1.7351      -4.1613       5.8964  1013.7
1.3070           1.7158      -4.1453       5.8611  1007.6
1.3080           1.7037      -4.1279       5.8316  1002.6
1.3090           1.7326      -4.1095       5.8420  1004.4
1.3100           1.7346      -4.0913       5.8259  1001.6
1.3110           1.7154      -4.0738       5.7893   995.3
1.3120           1.7006      -4.0568       5.7573   989.8
1.3130           1.6910      -4.0407       5.7317   985.4
1.3140           1.6836      -4.0255       5.7091   981.5
1.3150           1.6544      -4.0126       5.6671   974.3
1.3160           1.6585      -4.0025       5.6609   973.2
1.3170           1.6527      -3.9947       5.6475   970.9
1.3180           1.6408      -3.9887       5.6296   967.8
1.3190           1.5965      -3.9856       5.5822   959.7
1.3200           1.5748      -3.9854       5.5602   955.9
1.3210           1.5817      -3.9879       5.5696   957.5
1.3220           1.5806      -3.9930       5.5736   958.2
1.3230           1.5663      -3.9994       5.5657   956.8
1.3240           1.5504      -4.0060       5.5564   955.2
1.3250           1.5440      -4.0133       5.5574   955.4
1.3260           1.5422      -4.0202       5.5624   956.3
1.3270           1.5344      -4.0269       5.5613   956.1
1.3280           1.5867      -4.0329       5.6196   966.1
1.3290           1.5936      -4.0382       5.6318   968.2
1.3300           1.6136      -4.0417       5.6553   972.3
1.3310           1.5892      -4.0433       5.6325   968.3
1.3320           1.5708      -4.0432       5.6140   965.2
1.3330           1.5823      -4.0406       5.6229   966.7
1.3340           1.5336      -4.0358       5.5694   957.5
1.3350           1.4964      -4.0289       5.5253   949.9
1.3360           1.4808      -4.0199       5.5007   945.7
1.3370           1.4847      -4.0096       5.4943   944.6
1.3380           1.4560      -3.9970       5.4531   937.5
1.3390           1.4866      -3.9830       5.4696   940.3
1.3400           1.4706      -3.9684       5.4390   935.1
1.3410           1.4901      -3.9532       5.4434   935.8
1.3420           1.4657      -3.9379       5.4036   929.0
1.3430           1.4101      -3.9231       5.3331   916.9
1.3440           1.3951      -3.9092       5.3043   911.9
1.3450           1.4137      -3.8964       5.3100   912.9
1.3460           1.3922      -3.8844       5.2767   907.2
1.3470           1.3956      -3.8743       5.2699   906.0
1.3480           1.4060      -3.8665       5.2725   906.4
1.3490           1.4056      -3.8617       5.2673   905.6
1.3500           1.3847      -3.8596       5.2443   901.6
1.3510           1.3325      -3.8594       5.1920   892.6
1.3520           1.3399      -3.8617       5.2017   894.3
1.3530           1.3293      -3.8675       5.1968   893.4
1.3540           1.3538      -3.8762       5.2300   899.1
1.3550           1.3433      -3.8871       5.2304   899.2
1.3560           1.3492      -3.9002       5.2494   902.5
1.3570           1.3423      -3.9159       5.2582   904.0
1.3580           1.3876      -3.9335       5.3211   914.8
1.3590           1.3899      -3.9527       5.3426   918.5
1.3600           1.3817      -3.9746       5.3563   920.9
1.3610           1.3489      -3.9995       5.3484   919.5
1.3620           1.3226      -4.0260       5.3487   919.5
1.3630           1.3569      -4.0544       5.4114   930.3
1.3640           1.3381      -4.0856       5.4237   932.4
1.3650           1.3306      -4.1190       5.4496   936.9
1.3660           1.3501      -4.1546       5.5048   946.4
1.3670           1.3340      -4.1924       5.5264   950.1
1.3680           1.3490      -4.2321       5.5811   959.5
1.3690           1.3386      -4.2743       5.6129   965.0
1.3700           1.3445      -4.3188       5.6633   973.6
1.3710           1.3101      -4.3648       5.6749   975.6
1.3720           1.3091      -4.4125       5.7216   983.6
1.3730           1.3412      -4.4616       5.8028   997.6
1.3740           1.3553      -4.5113       5.8667  1008.6
1.3750           1.4129      -4.5625       5.9753  1027.3
1.3760           1.4540      -4.6141       6.0682  1043.2
1.3770           1.3926      -4.6654       6.0580  1041.5
1.3780           1.3566      -4.7164       6.0730  1044.1
1.3790           1.3413      -4.7669       6.1082  1050.1
1.3800           1.3633      -4.8172       6.1805  1062.5
1.3810           1.3780      -4.8662       6.2442  1073.5
1.3820           1.3568      -4.9146       6.2714  1078.2
1.3830           1.3330      -4.9623       6.2953  1082.3
1.3840           1.3029      -5.0090       6.3119  1085.1
1.3850           1.2609      -5.0543       6.3152  1085.7
1.3860           1.2526      -5.0982       6.3508  1091.8
1.3870           1.2175      -5.1404       6.3579  1093.0
1.3880           1.1998      -5.1810       6.3808  1097.0
1.3890           1.2154      -5.2195       6.4350  1106.3
1.3900           1.1703      -5.2564       6.4267  1104.9
1.3910           1.1798      -5.2909       6.4707  1112.4
1.3920           1.1169      -5.3229       6.4398  1107.1
1.3930           1.1438      -5.3530       6.4969  1116.9
1.3940           1.1276      -5.3813       6.5089  1119.0
1.3950           1.0651      -5.4075       6.4726  1112.8
1.3960           1.0973      -5.4314       6.5287  1122.4
1.3970           1.0535      -5.4537       6.5071  1118.7
1.3980           1.0574      -5.4739       6.5313  1122.8
1.3990           1.0049      -5.4922       6.4971  1117.0
1.4000           0.9677      -5.5084       6.4761  1113.4
1.4010           0.9713      -5.5224       6.4937  1116.4
1.4020           0.9889      -5.5343       6.5232  1121.5
1.4030           0.9799      -5.5442       6.5241  1121.6
1.4040           1.0094      -5.5521       6.5615  1128.0
1.4050           0.9796      -5.5583       6.5379  1124.0
1.4060           0.9528      -5.5622       6.5150  1120.0
1.4070           0.9054      -5.5643       6.4697  1112.3
1.4080           0.9156      -5.5651       6.4807  1114.1
1.4090           0.8891      -5.5641       6.4533  1109.4
1.4100           0.8832      -5.5617       6.4449  1108.0
1.4110           0.8712      -5.5581       6.4293  1105.3
1.4120           0.8814      -5.5539       6.4353  1106.3
1.4130           0.8493      -5.5494       6.3987  1100.1
1.4140           0.8267      -5.5448       6.3715  1095.4
1.4150           0.8452      -5.5399       6.3851  1097.7
1.4160           0.7935      -5.5355       6.3290  1088.1
1.4170           0.8177      -5.5313       6.3490  1091.5
1.4180           0.7921      -5.5287       6.3208  1086.7
1.4190           0.7794      -5.5281       6.3076  1084.4
1.4200           0.7328      -5.5299       6.2627  1076.7
1.4210           0.7232      -5.5337       6.2570  1075.7
1.4220           0.7029      -5.5391       6.2420  1073.1
1.4230           0.6990      -5.5468       6.2458  1073.8
1.4240           0.6766      -5.5569       6.2335  1071.7
1.4250           0.6817      -5.5686       6.2503  1074.5
1.4260           0.7005      -5.5829       6.2835  1080.2
1.4270           0.7192      -5.5992       6.3184  1086.2
1.4280           0.7095      -5.6167       6.3262  1087.6
1.4290           0.7383      -5.6350       6.3733  1095.7
1.4300           0.7226      -5.6538       6.3764  1096.2
1.4310           0.7232      -5.6733       6.3965  1099.7
1.4320           0.7335      -5.6930       6.4265  1104.8
1.4330           0.6879      -5.7126       6.4004  1100.4
1.4340           0.6693      -5.7309       6.4002  1100.3
1.4350           0.7154      -5.7483       6.4636  1111.2
1.4360           0.6862      -5.7637       6.4499  1108.9
1.4370           0.6883      -5.7770       6.4653  1111.5
1.4380           0.6912      -5.7876       6.4788  1113.8
1.4390           0.6745      -5.7955       6.4699  1112.3
1.4400           0.6810      -5.8001       6.4811  1114.2
1.4410           0.6689      -5.8016       6.4705  1112.4
1.4420           0.6366      -5.8001       6.4367  1106.6
1.4430           0.6523      -5.7955       6.4478  1108.5
1.4440           0.6521      -5.7888       6.4409  1107.3
1.4450           0.6127      -5.7805       6.3932  1099.1
1.4460           0.5731      -5.7700       6.3431  1090.5
1.4470           0.5839      -5.7587       6.3426  1090.4
1.4480           0.5498      -5.7467       6.2965  1082.5
1.4490           0.5221      -5.7338       6.2559  1075.5
1.4500           0.5285      -5.7206       6.2492  1074.3
1.4510           0.5077      -5.7077       6.2154  1068.6
1.4520           0.5256      -5.6947       6.2203  1069.4
1.4530           0.4868      -5.6820       6.1687  1060.5
1.4540           0.4925      -5.6701       6.1626  1059.5
1.4550           0.4528      -5.6603       6.1131  1051.0
1.4560           0.4344      -5.6523       6.0867  1046.4
1.4570           0.4641      -5.6470       6.1111  1050.6
1.4580           0.4481      -5.6450       6.0931  1047.5
1.4590           0.4227      -5.6460       6.0687  1043.3
1.4600           0.3609      -5.6503       6.0111  1033.4
1.4610           0.3698      -5.6586       6.0283  1036.4
1.4620           0.3453      -5.6690       6.0143  1034.0
1.4630           0.3798      -5.6824       6.0622  1042.2
1.4640           0.3158      -5.6968       6.0126  1033.7
1.4650           0.2929      -5.7117       6.0047  1032.3
1.4660           0.2727      -5.7262       5.9990  1031.3
1.4670           0.2875      -5.7398       6.0273  1036.2
1.4680           0.2864      -5.7514       6.0377  1038.0
1.4690           0.2784      -5.7595       6.0379  1038.0
1.4700           0.2743      -5.7636       6.0379  1038.0
1.4710           0.3085      -5.7632       6.0718  1043.8
1.4720           0.3011      -5.7571       6.0582  1041.5
1.4730           0.2730      -5.7458       6.0188  1034.7
1.4740           0.2239      -5.7305       5.9544  1023.7
1.4750           0.2374      -5.7111       5.9486  1022.7
1.4760           0.2129      -5.6878       5.9008  1014.5
1.4770           0.1930      -5.6608       5.8538  1006.4
1.4780           0.1655      -5.6315       5.7969   996.6
1.4790           0.1623      -5.6001       5.7624   990.7
1.4800           0.1387      -5.5676       5.7063   981.0
1.4810           0.1263      -5.5349       5.6612   973.3
1.4820           0.1334      -5.5032       5.6366   969.0
1.4830           0.1416      -5.4728       5.6144   965.2
1.4840           0.1337      -5.4451       5.5788   959.1
1.4850           0.1330      -5.4210       5.5540   954.8
1.4860           0.0925      -5.4013       5.4937   944.5
1.4870           0.0788      -5.3869       5.4657   939.7
1.4880           0.0220      -5.3776       5.3996   928.3
1.4890           0.0079      -5.3733       5.3812   925.1
1.4900           0.0045      -5.3750       5.3795   924.8
1.4910          -0.0147      -5.3816       5.3668   922.7
1.4920           0.0097      -5.3925       5.4022   928.7
1.4930          -0.0370      -5.4068       5.3697   923.2
1.4940          -0.0527      -5.4235       5.3708   923.3
1.4950          -0.0670      -5.4430       5.3760   924.2
1.4960          -0.0800      -5.4647       5.3848   925.7
1.4970          -0.0454      -5.4872       5.4419   935.6
1.4980          -0.0919      -5.5104       5.4185   931.5
1.4990          -0.0948      -5.5330       5.4381   934.9
1.5000          -0.0845      -5.5547       5.4701   940.4
1.5010          -0.1143      -5.5750       5.4607   938.8
1.5020          -0.0952      -5.5944       5.4992   945.4
1.5030          -0.0710      -5.6121       5.5411   952.6
1.5040          -0.0303      -5.6273       5.5970   962.2
1.5050          -0.0215      -5.6403       5.6189   966.0
1.5060          -0.0710      -5.6507       5.5797   959.3
1.5070          -0.1132      -5.6581       5.5450   953.3
1.5080          -0.1025      -5.6632       5.5607   956.0
1.5090          -0.1312      -5.6659       5.5347   951.5
1.5100          -0.1143      -5.6662       5.5519   954.5
1.5110          -0.0789      -5.6645       5.5857   960.3
1.5120          -0.0982      -5.6612       5.5629   956.4
1.5130          -0.0927      -5.6558       5.5631   956.4
1.5140          -0.1050      -5.6488       5.5438   953.1
1.5150          -0.0606      -5.6400       5.5794   959.2
1.5160          -0.0778      -5.6301       5.5523   954.5
1.5170          -0.1342      -5.6189       5.4848   942.9
1.5180          -0.1202      -5.6065       5.4863   943.2
1.5190          -0.1082      -5.5938       5.4856   943.1
1.5200          -0.1495      -5.5802       5.4308   933.7
1.5210          -0.1544      -5.5661       5.4117   930.4
1.5220          -0.1685      -5.5509       5.3824   925.3
1.5230          -0.2121      -5.5350       5.3229   915.1
1.5240          -0.2146      -5.5188       5.3042   911.9
1.5250          -0.2762      -5.5025       5.2263   898.5
1.5260          -0.2786      -5.4858       5.2072   895.2
1.5270          -0.2690      -5.4688       5.1998   893.9
1.5280          -0.2694      -5.4524       5.1830   891.1
1.5290          -0.2702      -5.4361       5.1659   888.1
1.5300          -0.2970      -5.4193       5.1222   880.6
1.5310          -0.3134      -5.4023       5.0889   874.9
1.5320          -0.2875      -5.3855       5.0980   876.4
1.5330          -0.2707      -5.3688       5.0981   876.5
1.5340          -0.3175      -5.3526       5.0351   865.6
1.5350          -0.3647      -5.3365       4.9717   854.7
1.5360          -0.3567      -5.3213       4.9646   853.5
1.5370          -0.3260      -5.3064       4.9804   856.2
1.5380          -0.2976      -5.2915       4.9939   858.5
1.5390          -0.3087      -5.2764       4.9677   854.0
1.5400          -0.3399      -5.2616       4.9217   846.1
1.5410          -0.3253      -5.2467       4.9213   846.1
1.5420          -0.3399      -5.2317       4.8917   841.0
1.5430          -0.3473      -5.2169       4.8696   837.2
1.5440          -0.3415      -5.2034       4.8619   835.8
1.5450          -0.3367      -5.1912       4.8546   834.6
1.5460          -0.3429      -5.1794       4.8365   831.5
1.5470          -0.3401      -5.1673       4.8272   829.9
1.5480          -0.3383      -5.1561       4.8179   828.3
1.5490          -0.3402      -5.1460       4.8058   826.2
1.5500          -0.3619      -5.1371       4.7752   821.0
1.5510          -0.3693      -5.1299       4.7606   818.4
1.5520          -0.3750      -5.1242       4.7493   816.5
1.5530          -0.3729      -5.1201       4.7472   816.1
1.5540          -0.3930      -5.1172       4.7242   812.2
1.5550          -0.3898      -5.1158       4.7261   812.5
1.5560          -0.4205      -5.1155       4.6951   807.2
1.5570          -0.4975      -5.1162       4.6187   794.0
1.5580          -0.5172      -5.1179       4.6007   790.9
1.5590          -0.5172      -5.1214       4.6042   791.6
1.5600          -0.5317      -5.1261       4.5944   789.9
1.5610          -0.5098      -5.1323       4.6225   794.7
1.5620          -0.5123      -5.1395       4.6272   795.5
1.5630          -0.5294      -5.1482       4.6187   794.0
1.5640          -0.5369      -5.1585       4.6215   794.5
1.5650          -0.5020      -5.1697       4.6677   802.5
1.5660          -0.4952      -5.1821       4.6869   805.8
1.5670          -0.5497      -5.1955       4.6458   798.7
1.5680          -0.5661      -5.2098       4.6438   798.4
1.5690          -0.6135      -5.2242       4.6107   792.7
1.5700          -0.6116      -5.2382       4.6266   795.4
1.5710          -0.5882      -5.2527       4.6645   801.9
1.5720          -0.5350      -5.2682       4.7332   813.7
1.5730          -0.5419      -5.2846       4.7427   815.4
1.5740          -0.5598      -5.3012       4.7414   815.1
1.5750          -0.5668      -5.3174       4.7506   816.7
1.5760          -0.5515      -5.3333       4.7818   822.1
1.5770          -0.5476      -5.3496       4.8020   825.6
1.5780          -0.5485      -5.3662       4.8177   828.3
1.5790          -0.5885      -5.3828       4.7943   824.2
1.5800          -0.5543      -5.3995       4.8452   833.0
1.5810          -0.5685      -5.4160       4.8475   833.4
1.5820          -0.5967      -5.4327       4.8359   831.4
1.5830          -0.6185      -5.4497       4.8312   830.6
1.5840          -0.6080      -5.4675       4.8594   835.4
1.5850          -0.6341      -5.4859       4.8519   834.1
1.5860          -0.6244      -5.5041       4.8797   838.9
1.5870          -0.5739      -5.5225       4.9486   850.8
1.5880          -0.5673      -5.5411       4.9738   855.1
1.5890          -0.5969      -5.5596       4.9627   853.2
1.5900          -0.6515      -5.5783       4.9267   847.0
1.5910          -0.6623      -5.5972       4.9349   848.4
1.5920          -0.6645      -5.6163       4.9518   851.3
1.5930          -0.7230      -5.6352       4.9122   844.5
1.5940          -0.7115      -5.6534       4.9419   849.6
1.5950          -0.6625      -5.6710       5.0085   861.1
1.5960          -0.6945      -5.6877       4.9933   858.4
1.5970          -0.6522      -5.7035       5.0513   868.4
1.5980          -0.6096      -5.7182       5.1086   878.3
1.5990          -0.6153      -5.7317       5.1164   879.6
1.6000          -0.5754      -5.7440       5.1686   888.6
1.6010          -0.5755      -5.7549       5.1794   890.4
1.6020          -0.5772      -5.7648       5.1876   891.8
1.6030          -0.6041      -5.7736       5.1696   888.7
1.6040          -0.6674      -5.7817       5.1144   879.3
1.6050          -0.6640      -5.7879       5.1239   880.9
1.6060          -0.6599      -5.7922       5.1323   882.3
1.6070          -0.6757      -5.7948       5.1191   880.1
1.6080          -0.6809      -5.7958       5.1149   879.3
1.6090          -0.6705      -5.7952       5.1246   881.0
1.6100          -0.6895      -5.7935       5.1041   877.5
1.6110          -0.7006      -5.7908       5.0902   875.1
1.6120          -0.7004      -5.7867       5.0862   874.4
1.6130          -0.6832      -5.7815       5.0983   876.5
1.6140          -0.6844      -5.7754       5.0910   875.2
1.6150          -0.6865      -5.7682       5.0817   873.6
1.6160          -0.6965      -5.7600       5.0635   870.5
1.6170          -0.7429      -5.7505       5.0076   860.9
1.6180          -0.6977      -5.7402       5.0425   866.9
1.6190          -0.7202      -5.7293       5.0091   861.2
1.6200          -0.7225      -5.7181       4.9956   858.8
1.6210          -0.7296      -5.7068       4.9773   855.7
1.6220          -0.7066      -5.6965       4.9898   857.8
1.6230          -0.7314      -5.6870       4.9556   852.0
1.6240          -0.7463      -5.6782       4.9319   847.9
1.6250          -0.7259      -5.6711       4.9453   850.2
1.6260          -0.6681      -5.6660       4.9979   859.2
1.6270          -0.6774      -5.6635       4.9860   857.2
1.6280          -0.6699      -5.6639       4.9940   858.6
1.6290          -0.6481      -5.6673       5.0192   862.9
1.6300          -0.6580      -5.6738       5.0158   862.3
1.6310          -0.6330      -5.6841       5.0511   868.4
1.6320          -0.6466      -5.6975       5.0509   868.3
1.6330          -0.6909      -5.7139       5.0230   863.6
1.6340          -0.6909      -5.7333       5.0424   866.9
1.6350          -0.7055      -5.7552       5.0497   868.1
1.6360          -0.7209      -5.7789       5.0580   869.6
1.6370          -0.7275      -5.8043       5.0767   872.8
1.6380          -0.7164      -5.8311       5.1147   879.3
1.6390          -0.7024      -5.8586       5.1561   886.4
1.6400          -0.6804      -5.8859       5.2055   894.9
1.6410          -0.7119      -5.9136       5.2017   894.3
1.6420          -0.6991      -5.9410       5.2419   901.2
1.6430          -0.7460      -5.9678       5.2218   897.7
1.6440          -0.7351      -5.9936       5.2585   904.0
1.6450          -0.7234      -6.0172       5.2938   910.1
1.6460          -0.7004      -6.0392       5.3388   917.8
1.6470          -0.7190      -6.0593       5.3404   918.1
1.6480          -0.7443      -6.0778       5.3335   916.9
1.6490          -0.7612      -6.0939       5.3327   916.8
1.6500          -0.7401      -6.1087       5.3686   923.0
1.6510          -0.7276      -6.1217       5.3942   927.4
1.6520          -0.7238      -6.1328       5.4091   929.9
1.6530          -0.7285      -6.1422       5.4137   930.7
1.6540          -0.7024      -6.1503       5.4479   936.6
1.6550          -0.7167      -6.1581       5.4414   935.5
1.6560          -0.7349      -6.1653       5.4304   933.6
1.6570          -0.7554      -6.1720       5.4166   931.2
1.6580          -0.7582      -6.1783       5.4201   931.8
1.6590          -0.7824      -6.1852       5.4028   928.8
1.6600          -0.8031      -6.1922       5.3892   926.5
1.6610          -0.8237      -6.1992       5.3755   924.2
1.6620          -0.8402      -6.2072       5.3670   922.7
1.6630          -0.8657      -6.2161       5.3505   919.8
1.6640          -0.8931      -6.2253       5.3322   916.7
1.6650          -0.8608      -6.2354       5.3746   924.0
1.6660          -0.8770      -6.2460       5.3690   923.0
1.6670          -0.8870      -6.2574       5.3704   923.3
1.6680          -0.9081      -6.2704       5.3624   921.9
1.6690          -0.9310      -6.2843       5.3533   920.3
1.6700          -0.9574      -6.2991       5.3417   918.3
1.6710          -0.9279      -6.3154       5.3875   926.2
1.6720          -0.9254      -6.3329       5.4075   929.7
1.6730          -0.8933      -6.3513       5.4580   938.3
1.6740          -0.8725      -6.3698       5.4972   945.1
1.6750          -0.8946      -6.3882       5.4936   944.5
1.6760          -0.8995      -6.4065       5.5070   946.8
1.6770          -0.9106      -6.4248       5.5142   948.0
1.6780          -0.9671      -6.4423       5.4751   941.3
1.6790          -0.9708      -6.4599       5.4891   943.7
1.6800          -1.0243      -6.4770       5.4528   937.4
1.6810          -1.0297      -6.4931       5.4635   939.3
1.6820          -1.0435      -6.5080       5.4646   939.5
1.6830          -1.1055      -6.5214       5.4159   931.1
1.6840          -1.0942      -6.5333       5.4390   935.1
1.6850          -1.1189      -6.5433       5.4244   932.6
1.6860          -1.1242      -6.5518       5.4276   933.1
1.6870          -1.0763      -6.5583       5.4821   942.5
1.6880          -1.0701      -6.5630       5.4929   944.3
1.6890          -1.0867      -6.5658       5.4791   942.0
1.6900          -1.0665      -6.5666       5.5001   945.6
1.6910          -1.0535      -6.5661       5.5126   947.7
1.6920          -1.0825      -6.5640       5.4816   942.4
1.6930          -1.0721      -6.5604       5.4884   943.6
1.6940          -1.0941      -6.5556       5.4615   938.9
1.6950          -1.1134      -6.5490       5.4356   934.5
1.6960          -1.1056      -6.5411       5.4354   934.5
1.6970          -1.1017      -6.5324       5.4308   933.7
1.6980          -1.0622      -6.5235       5.4613   938.9
1.6990          -1.0912      -6.5147       5.4235   932.4
1.7000          -1.0726      -6.5055       5.4330   934.0
1.7010          -1.0624      -6.4955       5.4331   934.1
1.7020          -1.0873      -6.4855       5.3982   928.1
1.7030          -1.0979      -6.4755       5.3777   924.5
1.7040          -1.0629      -6.4658       5.4029   928.9
1.7050          -1.0593      -6.4570       5.3977   928.0
1.7060          -1.0525      -6.4494       5.3968   927.8
1.7070          -1.0530      -6.4433       5.3903   926.7
1.7080          -1.0898      -6.4389       5.3491   919.6
1.7090          -1.0578      -6.4370       5.3792   924.8
1.7100          -1.0788      -6.4366       5.3578   921.1
1.7110          -1.0445      -6.4376       5.3930   927.2
1.7120          -1.0491      -6.4404       5.3913   926.9
1.7130          -1.0220      -6.4456       5.4236   932.4
1.7140          -1.0301      -6.4537       5.4236   932.4
1.7150          -1.0368      -6.4644       5.4276   933.1
1.7160          -1.0157      -6.4776       5.4619   939.0
1.7170          -1.0072      -6.4933       5.4861   943.2
1.7180          -0.9672      -6.5105       5.5434   953.0
1.7190          -0.9391      -6.5292       5.5901   961.1
1.7200          -0.9408      -6.5485       5.6077   964.1
1.7210          -0.9366      -6.5686       5.6320   968.2
1.7220          -0.9372      -6.5898       5.6526   971.8
1.7230          -0.9528      -6.6117       5.6589   972.9
1.7240          -0.9718      -6.6340       5.6622   973.4
1.7250          -1.0030      -6.6562       5.6532   971.9
1.7260          -0.9861      -6.6770       5.6909   978.4
1.7270          -1.0196      -6.6963       5.6767   975.9
1.7280          -1.0691      -6.7140       5.6450   970.5
1.7290          -1.0888      -6.7301       5.6413   969.9
1.7300          -1.0778      -6.7449       5.6670   974.3
1.7310          -1.0697      -6.7579       5.6882   977.9
1.7320          -1.0897      -6.7684       5.6786   976.3
1.7330          -1.0980      -6.7767       5.6787   976.3
1.7340          -1.0982      -6.7830       5.6849   977.3
1.7350          -1.1029      -6.7871       5.6842   977.2
1.7360          -1.1420      -6.7890       5.6471   970.8
1.7370          -1.1519      -6.7887       5.6368   969.1
1.7380          -1.1592      -6.7868       5.6276   967.5
1.7390          -1.1265      -6.7835       5.6569   972.5
1.7400          -1.1363      -6.7791       5.6428   970.1
1.7410          -1.1647      -6.7734       5.6086   964.2
1.7420          -1.1586      -6.7659       5.6073   964.0
1.7430          -1.1774      -6.7576       5.5802   959.3
1.7440          -1.2100      -6.7484       5.5384   952.2
1.7450          -1.2416      -6.7383       5.4967   945.0
1.7460          -1.2169      -6.7275       5.5105   947.4
1.7470          -1.2106      -6.7161       5.5055   946.5
1.7480          -1.2304      -6.7040       5.4737   941.0
1.7490          -1.2316      -6.6919       5.4603   938.7
1.7500          -1.2393      -6.6798       5.4405   935.3
1.7510          -1.1959      -6.6678       5.4719   940.7
1.7520          -1.2052      -6.6556       5.4505   937.0
1.7530          -1.2328      -6.6435       5.4107   930.2
1.7540          -1.2412      -6.6313       5.3901   926.7
1.7550          -1.3110      -6.6194       5.3083   912.6
1.7560          -1.3260      -6.6079       5.2819   908.1
1.7570          -1.3371      -6.5971       5.2600   904.3
1.7580          -1.3411      -6.5871       5.2460   901.9
1.7590          -1.3332      -6.5773       5.2441   901.6
1.7600          -1.3594      -6.5673       5.2079   895.3
1.7610          -1.3885      -6.5574       5.1689   888.6
1.7620          -1.3689      -6.5478       5.1789   890.4
1.7630          -1.3704      -6.5384       5.1680   888.5
1.7640          -1.3956      -6.5291       5.1335   882.5
1.7650          -1.3918      -6.5203       5.1284   881.7
1.7660          -1.4105      -6.5114       5.1008   876.9
1.7670          -1.4373      -6.5020       5.0647   870.7
