Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5510          11.6587      -0.9672      12.6259  2170.6
0.5520          11.6103      -0.9138      12.5241  2153.1
0.5530          11.5848      -0.8690      12.4538  2141.0
0.5540          11.4921      -0.8353      12.3274  2119.3
0.5550          11.4605      -0.8123      12.2728  2109.9
0.5560          11.4219      -0.7986      12.2205  2100.9
0.5570          11.3912      -0.7919      12.1831  2094.5
0.5580          11.3667      -0.7917      12.1584  2090.3
0.5590          11.3902      -0.7956      12.1859  2095.0
0.5600          11.3552      -0.8019      12.1571  2090.0
0.5610          11.3113      -0.8112      12.1225  2084.1
0.5620          11.2554      -0.8218      12.0773  2076.3
0.5630          11.2105      -0.8330      12.0436  2070.5
0.5640          11.1708      -0.8431      12.0140  2065.4
0.5650          11.2325      -0.8513      12.0838  2077.4
0.5660          11.2416      -0.8584      12.1000  2080.2
0.5670          11.2689      -0.8638      12.1328  2085.8
0.5680          11.2574      -0.8686      12.1260  2084.7
0.5690          11.2705      -0.8732      12.1437  2087.7
0.5700          11.2273      -0.8777      12.1050  2081.1
0.5710          11.1984      -0.8822      12.0806  2076.9
0.5720          11.1708      -0.8883      12.0592  2073.2
0.5730          11.1419      -0.8962      12.0381  2069.6
0.5740          11.0812      -0.9090      11.9902  2061.3
0.5750          11.0152      -0.9263      11.9415  2053.0
0.5760          10.9463      -0.9515      11.8978  2045.5
0.5770          10.9057      -0.9858      11.8915  2044.4
0.5780          10.8969      -1.0300      11.9269  2050.5
0.5790          10.8424      -1.0852      11.9276  2050.6
0.5800          10.8595      -1.1528      12.0123  2065.1
0.5810          10.8462      -1.2326      12.0788  2076.6
0.5820          10.8727      -1.3251      12.1978  2097.0
0.5830          10.8230      -1.4287      12.2517  2106.3
0.5840          10.7550      -1.5402      12.2952  2113.8
0.5850          10.6815      -1.6574      12.3389  2121.3
0.5860          10.6694      -1.7797      12.4492  2140.2
0.5870          10.5920      -1.9034      12.4954  2148.2
0.5880          10.5938      -2.0258      12.6197  2169.6
0.5890          10.6655      -2.1459      12.8113  2202.5
0.5900          10.5796      -2.2606      12.8402  2207.5
0.5910          10.5968      -2.3669      12.9637  2228.7
0.5920          10.6142      -2.4632      13.0773  2248.2
0.5930          10.5680      -2.5475      13.1155  2254.8
0.5940          10.5662      -2.6189      13.1851  2266.8
0.5950          10.5369      -2.6762      13.2130  2271.6
0.5960          10.3917      -2.7192      13.1109  2254.0
0.5970          10.3687      -2.7493      13.1180  2255.2
0.5980          10.3806      -2.7674      13.1479  2260.4
0.5990          10.4539      -2.7741      13.2280  2274.1
0.6000          10.4631      -2.7702      13.2333  2275.1
0.6010          10.3803      -2.7575      13.1378  2258.6
0.6020          10.3274      -2.7393      13.0668  2246.4
0.6030          10.3279      -2.7182      13.0461  2242.9
0.6040          10.2429      -2.6962      12.9391  2224.5
0.6050          10.2208      -2.6749      12.8957  2217.0
0.6060          10.2169      -2.6560      12.8730  2213.1
0.6070          10.1969      -2.6410      12.8380  2207.1
0.6080          10.1746      -2.6295      12.8042  2201.3
0.6090          10.0933      -2.6226      12.7159  2186.1
0.6100          10.1022      -2.6165      12.7187  2186.6
0.6110          10.0335      -2.6103      12.6438  2173.7
0.6120           9.9965      -2.6034      12.5999  2166.2
0.6130           9.9847      -2.5933      12.5780  2162.4
0.6140           9.9724      -2.5797      12.5521  2157.9
0.6150           9.9389      -2.5603      12.4993  2148.9
0.6160           9.9224      -2.5366      12.4590  2141.9
0.6170           9.9132      -2.5088      12.4219  2135.6
0.6180           9.8953      -2.4774      12.3727  2127.1
0.6190           9.8793      -2.4430      12.3223  2118.4
0.6200           9.8021      -2.4076      12.2097  2099.1
0.6210           9.7707      -2.3722      12.1428  2087.6
0.6220           9.7624      -2.3375      12.0999  2080.2
0.6230           9.7415      -2.3054      12.0469  2071.1
0.6240           9.7135      -2.2766      11.9901  2061.3
0.6250           9.7057      -2.2531      11.9588  2055.9
0.6260           9.7325      -2.2360      11.9685  2057.6
0.6270           9.7329      -2.2265      11.9593  2056.0
0.6280           9.7295      -2.2247      11.9542  2055.2
0.6290           9.7162      -2.2301      11.9462  2053.8
0.6300           9.6632      -2.2429      11.9060  2046.9
0.6310           9.6936      -2.2637      11.9574  2055.7
0.6320           9.6613      -2.2920      11.9533  2055.0
0.6330           9.6426      -2.3268      11.9693  2057.8
0.6340           9.5645      -2.3670      11.9316  2051.3
0.6350           9.5635      -2.4114      11.9750  2058.7
0.6360           9.5229      -2.4588      11.9817  2059.9
0.6370           9.4579      -2.5072      11.9651  2057.0
0.6380           9.4259      -2.5570      11.9829  2060.1
0.6390           9.4039      -2.6053      12.0092  2064.6
0.6400           9.3943      -2.6513      12.0457  2070.9
0.6410           9.4004      -2.6930      12.0935  2079.1
0.6420           9.3824      -2.7303      12.1127  2082.4
0.6430           9.3190      -2.7623      12.0813  2077.0
0.6440           9.3021      -2.7888      12.0909  2078.7
0.6450           9.3119      -2.8093      12.1212  2083.9
0.6460           9.2666      -2.8231      12.0897  2078.5
0.6470           9.2321      -2.8288      12.0609  2073.5
0.6480           9.2069      -2.8263      12.0332  2068.7
0.6490           9.2292      -2.8170      12.0462  2071.0
0.6500           9.1806      -2.8012      11.9818  2059.9
0.6510           9.1297      -2.7788      11.9085  2047.3
0.6520           9.1267      -2.7496      11.8763  2041.8
0.6530           9.1566      -2.7150      11.8716  2041.0
0.6540           9.1263      -2.6751      11.8014  2028.9
0.6550           9.1081      -2.6315      11.7395  2018.2
0.6560           9.1225      -2.5844      11.7070  2012.6
0.6570           9.0442      -2.5346      11.5788  1990.6
0.6580           9.0598      -2.4824      11.5422  1984.3
0.6590           9.1258      -2.4274      11.5532  1986.2
0.6600           9.0830      -2.3707      11.4538  1969.1
0.6610           8.9805      -2.3136      11.2941  1941.7
0.6620           8.9428      -2.2561      11.1989  1925.3
0.6630           8.9270      -2.1985      11.1255  1912.7
0.6640           8.8999      -2.1419      11.0418  1898.3
0.6650           8.9392      -2.0856      11.0248  1895.4
0.6660           8.9396      -2.0290      10.9686  1885.7
0.6670           8.8784      -1.9738      10.8522  1865.7
0.6680           8.8283      -1.9197      10.7480  1847.8
0.6690           8.7987      -1.8661      10.6648  1833.5
0.6700           8.8150      -1.8132      10.6282  1827.2
0.6710           8.7963      -1.7611      10.5573  1815.0
0.6720           8.8513      -1.7106      10.5618  1815.8
0.6730           8.8755      -1.6626      10.5381  1811.7
0.6740           8.8972      -1.6166      10.5137  1807.5
0.6750           8.8304      -1.5728      10.4032  1788.5
0.6760           8.9242      -1.5332      10.4574  1797.8
0.6770           8.9307      -1.4967      10.4274  1792.7
0.6780           8.8594      -1.4637      10.3232  1774.7
0.6790           8.8137      -1.4353      10.2489  1762.0
0.6800           8.8435      -1.4131      10.2567  1763.3
0.6810           8.7518      -1.3967      10.1485  1744.7
0.6820           8.7780      -1.3854      10.1634  1747.3
0.6830           8.7235      -1.3789      10.1024  1736.8
0.6840           8.6949      -1.3766      10.0715  1731.5
0.6850           8.7000      -1.3796      10.0797  1732.9
0.6860           8.6789      -1.3869      10.0658  1730.5
0.6870           8.6696      -1.3978      10.0675  1730.8
0.6880           8.6354      -1.4107      10.0460  1727.1
0.6890           8.6210      -1.4244      10.0454  1727.0
0.6900           8.6332      -1.4393      10.0724  1731.6
0.6910           8.6444      -1.4545      10.0989  1736.2
0.6920           8.6222      -1.4698      10.0920  1735.0
0.6930           8.6506      -1.4840      10.1346  1742.3
0.6940           8.5914      -1.4963      10.0877  1734.3
0.6950           8.5734      -1.5071      10.0805  1733.0
0.6960           8.6179      -1.5155      10.1334  1742.1
0.6970           8.5782      -1.5206      10.0989  1736.2
0.6980           8.5454      -1.5218      10.0672  1730.7
0.6990           8.5730      -1.5202      10.0932  1735.2
0.7000           8.5261      -1.5160      10.0420  1726.4
0.7010           8.5401      -1.5083      10.0484  1727.5
0.7020           8.5112      -1.4978      10.0090  1720.7
0.7030           8.5275      -1.4855      10.0130  1721.4
0.7040           8.5305      -1.4715      10.0020  1719.5
0.7050           8.5179      -1.4564       9.9742  1714.8
0.7060           8.5086      -1.4405       9.9492  1710.4
0.7070           8.4605      -1.4245       9.8850  1699.4
0.7080           8.4547      -1.4081       9.8628  1695.6
0.7090           8.4241      -1.3904       9.8145  1687.3
0.7100           8.4435      -1.3723       9.8158  1687.5
0.7110           8.4588      -1.3545       9.8133  1687.1
0.7120           8.4415      -1.3380       9.7795  1681.3
0.7130           8.4690      -1.3226       9.7916  1683.4
0.7140           8.4567      -1.3088       9.7655  1678.9
0.7150           8.4491      -1.2967       9.7458  1675.5
0.7160           8.4193      -1.2859       9.7053  1668.5
0.7170           8.4176      -1.2775       9.6951  1666.8
0.7180           8.4415      -1.2720       9.7134  1669.9
0.7190           8.4014      -1.2703       9.6717  1662.7
0.7200           8.4250      -1.2723       9.6974  1667.2
0.7210           8.4329      -1.2777       9.7106  1669.4
0.7220           8.4041      -1.2857       9.6898  1665.9
0.7230           8.3731      -1.2979       9.6709  1662.6
0.7240           8.3295      -1.3162       9.6457  1658.3
0.7250           8.3517      -1.3394       9.6911  1666.1
0.7260           8.3462      -1.3667       9.7129  1669.8
0.7270           8.4239      -1.3996       9.8235  1688.8
0.7280           8.4355      -1.4377       9.8732  1697.4
0.7290           8.4304      -1.4802       9.9106  1703.8
0.7300           8.4113      -1.5258       9.9372  1708.4
0.7310           8.4065      -1.5747       9.9811  1715.9
0.7320           8.3203      -1.6254       9.9457  1709.8
0.7330           8.3419      -1.6777      10.0196  1722.6
0.7340           8.3195      -1.7297      10.0493  1727.7
0.7350           8.3009      -1.7806      10.0815  1733.2
0.7360           8.2634      -1.8300      10.0934  1735.2
0.7370           8.2532      -1.8763      10.1296  1741.5
0.7380           8.3284      -1.9195      10.2478  1761.8
0.7390           8.3183      -1.9583      10.2765  1766.7
0.7400           8.3002      -1.9924      10.2926  1769.5
0.7410           8.2601      -2.0210      10.2810  1767.5
0.7420           8.2354      -2.0437      10.2791  1767.2
0.7430           8.2010      -2.0597      10.2607  1764.0
0.7440           8.2482      -2.0693      10.3174  1773.8
0.7450           8.2494      -2.0732      10.3226  1774.6
0.7460           8.2297      -2.0706      10.3002  1770.8
0.7470           8.2668      -2.0613      10.3282  1775.6
0.7480           8.2690      -2.0458      10.3148  1773.3
0.7490           8.2775      -2.0245      10.3020  1771.1
0.7500           8.3077      -1.9973      10.3050  1771.6
0.7510           8.3193      -1.9651      10.2845  1768.1
0.7520           8.2963      -1.9305      10.2268  1758.2
0.7530           8.3693      -1.8935      10.2629  1764.4
0.7540           8.3973      -1.8556      10.2529  1762.7
0.7550           8.3365      -1.8174      10.1539  1745.7
0.7560           8.3340      -1.7807      10.1148  1738.9
0.7570           8.3693      -1.7467      10.1160  1739.1
0.7580           8.3691      -1.7165      10.0856  1733.9
0.7590           8.3376      -1.6917      10.0293  1724.2
0.7600           8.3403      -1.6737      10.0140  1721.6
0.7610           8.3597      -1.6646      10.0244  1723.4
0.7620           8.3337      -1.6657       9.9994  1719.1
0.7630           8.3556      -1.6783      10.0339  1725.0
0.7640           8.3308      -1.7005      10.0313  1724.6
0.7650           8.3293      -1.7335      10.0628  1730.0
0.7660           8.3496      -1.7790      10.1286  1741.3
0.7670           8.2894      -1.8344      10.1238  1740.5
0.7680           8.2958      -1.8988      10.1946  1752.6
0.7690           8.2671      -1.9721      10.2392  1760.3
0.7700           8.2587      -2.0518      10.3105  1772.6
0.7710           8.2674      -2.1375      10.4050  1788.8
0.7720           8.2681      -2.2276      10.4958  1804.4
0.7730           8.2234      -2.3199      10.5433  1812.6
0.7740           8.2301      -2.4127      10.6428  1829.7
